id,creatorId,world/0,name,focusId,spellLevel,specializationId,mpCost,actionType,range,targetArea,description,notes,targetNumber,duration,concentration
97,1,1,Metal: Magnet Rise,61,Master,17,14,Major,15 m radius,All Metal Objects,"Allows you to move and freely control all magnetic metallic objects including enemy weapons, armor and yourself (if using Adamantium Skin) within a range of 15 m.  A target may resist their metallic items being controlled with a TN 14 Hrt (Spirit) Test. For making attacks with metallic objects within this 15 m radius see the harmonic spell (Launch Projectile)",,18,,1
98,1,1,Air: Tailwind,61,Novice,,3,Major,5 x 20 m,All Creatures,"Generate a gust of wind in the direction of your choosing, projectiles coming into the wind have -2 penalty to hit. Tailwind also increases/ decreases movement speed by 2x of any creature attempting to pass through. While concentrating, the spell is centered around your position in an area of effect of 5x20 m in the direction of your choosing. (this direction can be changed once per turn as long as you maintain concentration)",,13,3 Rounds,1
99,1,1,Air: Wind Bullet,61,Novice,,5,Major,30 m,1 Target,"Shoot out a compressed air projectile knocking enemies prone, dealing 2d6 arcane damage. Range of 30 m.",,14,,0
100,1,1,Air: Shifting Currents,61,Adept,,6,Major,,Self,"Generate swirling winds around your person, confusing and disrupting enemy attacks. Gain +1 defense with an additional +1 for every 2 you roll higher than the target number. (max +3 defense)",,14,3 Rounds,1
101,1,1,Air: Aerial Ascent,61,Adept,,8,Major,30 m,Self or 1 Target,Instantly launch yourself or a target 10 m vertically into the air. Requires concentration to maintain. You may choose return to Earth at a slow and safe descent. Or drop for falling damage.  For every 2 you roll above the target number increase height by an additional 5 m. Every 5 m the target falls they take 1d6 physical damage. See the creature size table for TN changes for exceptionally large or small creatures.,,16,,1
102,1,1,Air: Windwalk,61,Master,,10,Major,,Self,You generate centralized bursts of air below you allowing you to fly in straight lines through the air at will. The speed at which you can move is equal to your Int+Wis. For every 30 min of concentrated flight you take 1 level of fatigue.,,17,6 Rounds / 1 Minute,1
103,1,1,Air: Howling Tempest,61,Master,,15,Major,35 m,1 Target,"Summon tornado force winds to blow towards your opponent. Winds can blow down on them dealing 6d6 arcane damage and pinning foes to the ground, or it can be used blow them away dealing falling damage when they land (distance launched is determined by size and weight table ~ distance = 35m -5m for every increase on the size/weight table from 1kg). Targets pinned must roll Str (Might) vs your spell test result to free themselves.",,19,,1
104,1,1,Absence: Gravitas,61,Adept,17,9,Major,,"1 Target / 
5 m","Alter the air pressure above or below a 5 m radius target location to adjust the buoyancy of all creatures and objects within, (this effectively alters their perceived gravitational force). This can be used to pin a group of creatures to the ground or lift a 100 kg creature into the air to float. A pinned target must roll Str (Might) vs your spell power or they cannot move and take 1d6 damage per turn. For every 2 you roll above the target number you may float an additional 100 kg, or increase the range by an additional 5 m.",,17,,1
105,1,1,Absence: Concussion Blast,61,Adept,17,8,Major,20 m,1 Target,You create a localized vacuum at your target drawing in massive amounts of air generating an explosion at their location dealing 4d6 arcane damage.,,16,,0
106,1,1,Absence: Black Hole,61,Master,17,12,Major,,All Creatures / 30 m,"Remove the air surrounding yourself pulling in all creatures within 30 m that fail the Str (Might) test vs your spellpower, airborne creatures automatically fail. All creatures pulled in are dealt 4d6 arcane damage.",,18,,0
107,1,1,Absence: Vacuum Chamber,61,Master,17,16,Major,25 m,"1 Target / 
3 m","Place yourself or a foe in a 3 m diameter vacuum chamber. (You can control if you want to keep the air in or out). On their turn, a trapped target must make an opposed End (Stamina) test vs your spellpower or take 3d6 arcane damage (this TN decreases by 2 every turn they are trapped). On the trapped target's turn, they must make Str (Might) test vs your spellpower or they are trapped and cannot make any more actions. You may also cast this spell on yourself to survive in deep space, underwater, or in any other dangerous environment for up to 1 hour. At the end of the hour you will run out of oxygen and take 3d6 arcane damage every minute.",,20,1 hour (self),1
108,1,1,Project Voice,63,Basic,,1,Minor,,Self,Project your voice to communicate at a volume louder than normal.,,9,5 Minutes,1
109,1,1,Ward,63,Novice,,5,Minor,,Self,"Generate a spherical shield that blocks incoming spells and arcana. The spellpower you roll is considered the strength of the ward. If a spell with a higher spell power hits your shield, then the ward breaks and the attacking spell hits you. A spellcaster that fails to break your shield may choose to take a level of fatigue to increase the TN of their spellpower by 2. Likewise you may expend a level of fatigue to temporarily increase your Ward's spellpower by 2 to stop a spell that may have otherwise broken through.",,11,3 Rounds,1
110,1,1,Move Object,63,Novice,,Varies,Major,15 m,1 Object,"Levitate an inanimate object. The mass of the object you can manipulate is determined by the test result (check the Mass/Volume Modifier table). You may only move the object in a direction (no intricate uses of the object). You cannot make attacks with this object, but you may drop something on a target. GM discretion for damage.",,Varies,,1
111,1,1,Deafen,63,Novice,33,4,Major,,Self / 10 m,Counter all sounds in an area of radius 10 (or smaller) meters around you by generating perfectly opposite sound waves resulting in complete destructive interference of all sound. This spell allows you and anyone within the effects of the spell to communicate absolutely silently to those outside. Sneaking while under the effects of this spell grant you +2 to your Dex (Stealth) test.,,11,3 Rounds,1
112,1,1,Beat Frequency,63,Novice,33,6,Major,20 m,1 Target,Form an interference pattern aimed towards your target. The location at which your target is at receives maximum amplitude interference and takes 3d6 arcane damage.,,14,,0
113,1,1,Force Field,63,Adept,,6,Minor,5 m,Self,"Create a shield around yourself by vibrating air molecules at very high frequencies to block physical objects. This vibrational shield has a physical armor rating of 5, but can be increased by +1 for every 2 you roll above the target number. (maximum of 8 armor)",,13,3 Rounds,1
114,1,1,Launch Projectile,63,Adept,,Varies,Major,40 m,1 Object,"Use concussive force to launch an object at high velocity. Speed and distance are determined by the relative mass and surface area of the object (use the Mass/Volume Modifier table and add +2 to the target number and MP cost for each size). GM determines damage if an unusual object is launched, but a small rock (TN 11) would deal 1d6 physical damage, while an anvil (TN 19) would deal 5d6 physical damage. Launching sharpened objects will make the damage piercing or penetrating depending on sharpness.",,Varies,,0
115,1,1,Bass Boost,63,Adept,33,7,Major,50 m,All Creatures / 5 m,"Use infrasonic wave pulses to disorient, incapacitate, and potentially cause unvoluntary evacuation of the target's last meal. You may target an area of 5m diameter, and all creatures within this area must succeed an End (Stamina) test or they lose their some or all of their actions on their next turn. If a creature rolls a 12 or lower, they lose a major action and 16 or lower they lose a minor action on their next turn. ",,15,,0
116,1,1,Echolocation,63,Adept,33,9,Major,,500 m2,Use high frequency reflecting sound waves to generate a map of any interior space smaller than 500 square meters. Pinpoints locations of all objects and creatures in the vicinity. Any detected creatures who roll higher than a TN 19 Per (Hearing) test will be aware of your spell.,,14,,1
117,1,1,Blood Boil,63,Adept,7,9,Major,20 m,1 Target,Directly target the blood within a target causing it to writhe and bubble. Deals 4d6 arcane damage.,,16,,0
118,1,1,Translate,63,Master,,8,Minor,10 m,Self,Alter the sound waves coming towards and away from you to communicate in any language with any creature. This spell can also be used to change the pitch or tone of your voice.,,16,5 Minutes,1
119,1,1,Levitation,63,Master,,10,Major,,Self,Utilize acoustic levitation to levitate yourself in air. The speed at which you can move is equivalent to your Wisdom attribute. The TN is determined by your own size from the size and mass table. You may move in any direction once levitating.,,Varies,5 minutes,1
120,1,1,Sonic Terror,63,Master,33,10,Major,100 m,1 Target,Targeted high amplitude sound waves strike the target simultaneously damaging their internal organs and causing 5d6 arcane damage.,,18,,0
121,1,1,Silence,63,Master,33,12,Major,50 m,1 Target,Forcefully block all sounds coming out of a single target's mouth. This can be used to block a target from casting a spell with verbal commands. The target must roll a Hrt (Spirit) test vs your spellpower+2 to attempt to break free. Each round this test result decreases by 2.,,18,,1
122,1,1,Devastating Slash,63,Master,50,18,Minor,30/60 m,Self,"Your weapon begins to vibrates at insanely high frequency. On your next attack with your weapon a wave of energy is created that travels forward in a straight line dealing 6d6 arcane damage to the first target it hits. The range on this attack is 30 meters, after this distance the attack deals half damage, and at 60 meters the spell dissipates. For every round you wait to attack after casting the spell the damage decreases by 1d6.",,19,,0
123,1,1,Create Light,70,Basic,,1,Minor,,Self / 5m,Create a ball of light tinted to whatever color you desire. This light follows you around as long as you maintain concentration. It only shines light around you about 5 m diameter,,9,1 hour,1
124,1,1,Optical Mirage,70,Novice,,5,Major,20 m,Varies,"Bend light to create an image of whatever you desire. (test result determines image size, see the Mass/Volume Modifier table). The image purely visual and cannot move unless you maintain concentration. This spell can also be used to create light that illuminates an area equal in volume to your test result. ",,Varies,6 Rounds / 1 Minute,1
125,1,1,Disguise Self,70,Novice,,3,Major,,Self,"Your body and form shift to look like someone else. This change to your appearance is not physical but a light based illusion. Anyone touching you gains +3 to noticing the illusion, your voice does not change however.",,13,6 Rounds / 1 Minute,1
126,1,1,Devil's Advocate,70,Novice,52,4,Minor,Varies,Varies,Chose a target within eyesight and anonymously cast a small illusion that only they can see. The illusion must be smaller than 1 m3. The target must pass a TN Wis (Intuition) test vs your spell power or they are fooled into believing your illusion.,,15,2 Rounds,1
127,1,1,Color Spray,70,Adept,,6,Major,30 m,1 Target,Shine an array of colored light of every wavelength. This disorients the foe lowering their attack and defense by 2 until your next turn. Foes without eyes are immune.,,16,,0
128,1,1,Shadow Clone,70,Adept,,8,Major,5 m,Self,"Create a clone of yourself. The clone materializes out of shadows and looks almost identical to you. Anyone who succeeds a TN Per (Seeing) test vs your spell power can tell they are not you. Each clone has 1 hp and no armor. You can freely control the clones while you maintain concentration. You may create an additional clone for every 2 points higher than the target number you roll. The clones are only illusions, and cannot interact with the physical world nor cast spells. ",,14,,1
129,1,1,Shadow Slip,70,Adept,44,6,Minor,50 m,Self,Your physical form dematerializes into a shadow allowing you to move freely to another shadow within 50 m. This movement occurs nearly instantaneously.,,13,,0
130,1,1,False Slash,70,Adept,50,6,Minor,,Self,"After casting this spell, the next foe you attack with your weapon in the next 10 minutes will be knocked prone and/or unconscious causing them to appear bloody and dead to everyone present. The target must roll an Endurance (Stamina) test to resist being knocked prone (vs your spell power) or unconscious (TN 10). The target will remain unconscious as long as you maintain concentration, or are within 20 m of the target. This attack deals 1 arcane damage. A willing target may choose to be knocked unconscious. If the target takes any damage they will regain consciousness.",,14,10 Minutes,1
131,1,1,Bubble Loop,70,Adept,52,8,Minor,,Self / 50+ m3,"Form a 50 cubic meter illusory bubble around an area of your choice. You must spend up to 5 minutes preparing to cast the bubble recording the sights and sounds of your choosing. From the moment the bubble is cast an audio visual loop is played for an equivalent time that it took you to cast the bubble to those present inside the bubble. Increase the size of the bubble by 5 cubic meters for every +2 above the target number you roll when casting. Those inside the bubble must roll a TN 14 Per test to notice they are in the bubble. Increase the Per TN by 1 for every minute you spent casting the bubble. 
 OR 
 Form a 2 cubic meter illusory bubble around yourself. You must spend up to 5 minutes preparing to cast the bubble recording the sights and sounds of your choosing. From the moment the bubble is cast an audio visual loop is played for an equivalent time that it took you to cast the bubble to those present outside of the bubble. Creatures outside of the bubble must roll a TN 12 Per test to notice the bubble. Increase the Per TN by 1 for every minute you spent casting the bubble.",,14,Varies,0
132,1,1,Invisibility,70,Master,,10,Major,,Self,"Become completely invisible hiding your presence from friend and foe alike. Performing major actions, making attacks with weapons or spells, or breaking concentration ends this spell. While invisible gain +3 defense and +3 towards Dex (Sneaking) tests.",,16,,1
133,1,1,Perfect Illusion,70,Master,,15,Major,40 m,Varies,"The illusion you create appears real to every physical sense. It is tangible and lasts as long as you maintain concentration. This spell works mechanically like Optical Mirage, but it tricks all the senses, not just sight.",,18,,1
134,1,1,Eye Shadow,70,Master,52,12,Major,30 m,1 Target,Infiltrate the eyes of a foe with your illusions. You now control what they see. Every round they roll a Per (Seeing) or Wis (Intuition) test vs your Test Result to break free. Each failed attempt to break free gives them +2 on their next attempt.,,17,1 Round,1
135,1,1,Hemo Hallucination,70,Master,7,17,Major,10 m,1 Target,Alter the flow of blood to the target's brain to make them hallucinate. The target must make an opposed Hrt (Spirit) test vs your spell power. If the target fails they are subjected to hallucinations altering their perception of their surroundings for the duration of the spell. The target suffers the effects of the fatigue level Exhausted (1/2 speed + lose both minor actions) until this spell ends. Each turn the target must reroll their Hrt (Spirit) test vs your spell power to attempt to break free. The TN decreases by 1 each time they fail the test.,,18,1 Round,1
136,1,1,Home Beacon,72,Basic,,1,Minor,,Self,You may place a beacon at your location. Cast this spell again to place your beacon in a new location or to be attuned to the direction of your beacon.,,9,,0
137,1,1,Bag of Holding,72,Novice,,3,Minor,,Self,"Open an extradimensional rift in the shape of a bag. This ""bag"" has an interior space considerably larger than its outside dimensions, (roughly 2 feet in diameter at the mouth and 4 feet deep). The interior of the bag can hold up to 500 kilograms, and cannot hold any single item with a volume greater than 2 cubic meters. A living creature cannot survive in the bag.",,11,,1
138,1,1,Swap Initiative ,72,Novice,,5,Major,10 m,1 Target,Select one character or creature in the initiative order. Alter their perception of time and reflexes to place them in a different spot of the initiative order. The effects of this spell will take place at the end of the round. You cannot target the same creature more than once in the same combat encounter.,,14,,0
139,1,1,Mystery Swap,72,Novice,19,3,Major,25 m,1 Target,"Select a target and roll a random number between 1 and 9. These numbers correspond with the attributes of the target (1 = End, 2 = Str, etc.). You and the target swap the corresponding attribute modifier, as well as any focuses either of you possess.",,12,3 Rounds,1
140,1,1,Roll Reversal,72,Novice,19,2,Minor,,Self,"The next base dice roll you make within 10 minutes after casting this spell can be exchanged for one that the GM makes. You cannot see the roll the GM makes, but it is your choice if you want to exchange rolls. Your attribute and focus bonuses will apply after switching rolls with the GM. If you wait more than 10 minutes, this spell's effects no longer apply.",,10,,0
141,1,1,Warp Self,72,Novice,38,4,Major,30 m,1 Location,Teleport yourself to a location within 30m of you. ,,13,,0
142,1,1,Planar Window,72,Novice,38,3,Minor,Varies,Self / 1x1m,"Open a small portal no larger than 1x1 m to a location of your choice. (see familiarity table for more details). You may look through this portal to see on the other side. Physical objects may not pass through the barrier, nor does sound, but those on the other side can see back through to you.",,7 + familiarity,,1
143,1,1,Time Shelter,72,Adept,,8,Major,,Self / Varies,Create a field of accelerated time centered around yourself that affects the metabolic healing rate of all within (range = to your level in meters). Halve the time required to heal health or recover fatigue to all within this field. Using this spell for more than 4 hours will be fatiguing to you. While you are concentrating on this spell you cannot receive the effects of a long or short rest.,,14,,1
144,1,1,Space Deflection,72,Adept,,6,Major,,1 Target,Distort and manipulate space around yourself or an ally causing enemy attacks aimed at you to miss more often. Increases defense of the target by +1 and an additional +1 for every 2 you roll above the spell target number. (max of +5),,15,,1
145,1,1,Cash Out,72,Adept,19,7,Major,,Self,"The next roll you make in the next 10 min after casting this spell will be guaranteed to be a 15, no extra bonuses apply. ",,15,10 min,0
146,1,1,Tip the Scales,72,Adept,19,10,Major,20 m,1 Target,"Select a target, including yourself, and grant them three 1d3's to add to any three test results over the next 24 hours (they must be used on separate rolls). You cannot cast this spell on the same target twice within a 24 hour period. Range = 20 m",,16,24 hours,0
147,1,1,Gate,72,Adept,38,8,Major,Varies,Self / 2x2m,Open a 2x2 m portal in front of you to a location you have familiarized yourself with. The portal can be entered from both sides. The edges of this portal deal 3d6 arcane damage to any who touch them. Increase the size of the portal by 1x1 meters for every 2 you roll above the target number.,,14 + familiarity,,1
148,1,1,Warp Other,72,Adept,38,6,Minor,20 m,1 Target / 20m,"Teleport a creature within 20 m of you to another location within 20m of you. If the creature is unwilling, it makes a Hrt (Spirit) test versus your Spell Power. If it fails, you teleport it successfully; if it succeeds, it isn't teleported.",,15,,0
149,1,1,Time Stop,72,Master,,13,Major,,Self / 100m,"You briefly slow the flow of time for everyone but yourself. Essentially no time passes for other creatures, during which you can use actions and move as normal. This spell grants you 1 turn to perform actions, with 1 additional turn per every 2 you roll higher than the spell TN.
This spell ends if one of the actions you use during this period, or any effects that you create during this period, affects a creature other than you or an object being worn or carried by someone other than you. In addition, the spell ends if you move to a place more than 100 meters from the location where you cast it.",,18,1+ turns,0
150,1,1,Magnificent Mansion,72,Master,,15,Major,,Self,You conjure a door to an extradimensional dwelling that lasts up to 24 hours. ,,17,24 hours,0
151,1,1,Entropy Curse,72,Master,19,15,Major,15 m,1 Target,Curse a target with the worst luck imaginable. Whatever can go wrong will. Range = 15 m. GM discretion for the outcome of this spell.,,19,Varies,0
152,1,1,All or Nothing,72,Master,19,8,Minor,,Self,"The next roll you make within 5 minutes after casting this spell will be considered to automatically pass, as long as the TN is below a 21, and will grant doubles points. The GM will roll a single dice for you when you decide to use the effects of this spell. Whatever the result of the GM's die will determine your doubles points, however if the die lands on 1, the roll is considered to fail miserably. (This spell will only work for things that are physically possible for you to do)",,16,5 minutes,0
153,1,1,Interdimensional Gate,72,Master,38,15,Major,,Self / 3x3m,"Open a portal (3x3 m) to a different realm, planet, or moon. This spell takes immense concentration and keeping the portal open requires 5 MP/turn. This portal does not allow for gravitational, atmospheric, or any other effects to pass through.",,21,,1
154,1,1,Warp Room,72,Master,38,10,Major,,Self / 50m diameter,Generate a 50m diameter spatial warp field centered around yourself. Every round you may select two creatures or objects that you can see to exchange their locations. ,,16,3 Rounds,1
155,1,1,Spatial Rend,72,Master,50,12,Major,,Self,"Cut through spacetime itself allowing you to travel through the dimensional tear. When you make the cut if you have not solidified a destination in your mind, the hole may open anywhere. Test result based on familiarity table. Once the tear has been opened it will close within 1 min. You cannot speed up the closure of the tear.",,10 + familiarity,6 Rounds / 1 Minute,0
156,1,1,Blood Stasis,72,Master,7,13,Major,15 m,1 Target,Target the fresh blood within a living creature to artificially cause the blood to coagulate. Doing so deals 5d6 arcane damage to the target and robs them of their movement action for as long as you maintain concentration. You may target specific body parts with this spell. See the targeting table for increased TN and effects.,,18,,1
157,1,1,Psychic Connection,74,Basic,,1,Minor,Sight,1 Target,Pick one person. You may privately communicate with them when they are within your sight. You may only change the recipient of this spell once per week.,,9,,0
158,1,1,Psychic Contact,74,Novice,,2,Minor,,1 Target,"You may attempt to psychically contact another person across any distance. The target number is determined by the familiarity table. The target you contact is aware of this contact. The target may have a psychic shield, or have a psychic trap prepared.",,7 + familiarity,,1
159,1,1,Psychic Shield,74,Novice,,3,Minor,,Self,"Protect your mind from unwanted contact or psychic attacks. The shield's strength is equal to your spell power +2. While your psychic shield is active, you will be aware whenever any attempts to psychically access your mind are made. Also anyone who attempts to psychically access your mind must beat your Shield's spellpower with their own.",,10,24 hours,0
160,1,1,Detect Minds,74,Novice,,5,Major,,Self / 50+ m,Open your mind to sense the presence of others in a nearby area equal to 50 meters. For every 2 you roll above the TN increase the area by an additional 50 meters.,,12,,1
161,1,1,Inception,74,Novice,29,3,Major,5 m,1 Target,"Extend your consciousness into a sleeping target's dream to subliminally plant a message or idea into the other's mind, you must be within 5 meters of the target. The target may have a Psychic Shield, or have a Psychic Trap prepared.",,13,,1
162,1,1,Scarlet Synapse,74,Novice,7,4,Minor,Blood Contact,1 Target,"Casting this spell while in contact with the blood of another creature will allow you to speak directly to them psychically across any distance. If the target is willing you may also see what they see and hear what they hear, if you choose to concentrate on this spell.",,12,5 Minutes,1
163,1,1,Synaptic Connection,74,Adept,,8,Major,20 m,2 Targets,Create a psychic pathway linking the minds of other people or creatures. Any pain (or pleasure) felt by one will also be felt by the other. Damage received by one is felt by the other as 1/2 psychic arcane damage. A target may attempt to break this connection by making a Hrt (Spirit) test vs your spell power.,,15,,1
164,1,1,Telepathy,74,Adept,,6,Major,100 m,20+ targets,"Establish a weak psychic connection with up to 20 people simultaneously to communicate a message. You can only speak to them, they cannot speak to you psychically. (Although you do get a general sense of the group's emotional state). For every 2 you roll above the target number you may communicate with ten times the number before it. (ex. TN 18 = 200 people, TN 20 = 2,000 people, TN 22 = 20,000 people). This psychic shields still block this spell, and a psychic trap may still effect you.",,16,10 Min,1
165,1,1,Subliminal Suggestion,74,Adept,29,7,Major,Psychic Contact,1 Target,"Delve into the mind of another and implant a suggestion or idea. If you push too hard or try to go against their personality or beliefs you risk being detected or breaking the mind. Once you implant your suggestion the target must make a Per (Psychic) test vs your spellpower or you are detected.  The target may have a Psychic Shield, or a Psychic Trap prepared.",,14,,1
166,1,1,Psychic Trap,74,Master,,10,Minor,,Self,"You have seemingly left your mind open to unwanted contact or attacks. However this is a trap with strength equal to your spellpower +2. If an attacker attempts to psychically interact with you, and they roll lower than your trap's strength they suffer massive psychic backlash = 4d6 arcane damage, and cannot use Psychic arcana for the next 5 minutes. If they roll higher than your trap, the Psychic trap will fail, leaving you prone to Psychic Attack. (Cannot be used if you have a psychic shield active.)",,10,3 Hours,0
167,1,1,Brain Blast,74,Master,,18,Major,Psychic Contact,1 Target,"Psychically assault a target you are in psychic contact with dealing 8d6 arcane damage to their psyche. This may leave irreparable brain trauma to a weak willed individual. (this cannot physically kill someone, and cannot be used in conjuncture with Telepathy)",,20,,0
168,1,1,Manipulate Memory,74,Master,29,15,Major / Minor,Psychic Contact,1 Target,"Alter the memories of a target you are in psychic contact with.  This requires your full concentration including major/minor actions, and an unwilling target must make a Wis (Intuition) or a Hrt (Spirit) test vs your spellpower. Altering memories may hurt or fundamentally change a person. The more powerful the memory the more dangerous it is to alter. If you are successful, the target will have a changed perception of their memories. If someone else heavily questions the altered memory the target may recover from your spell.",,Varies,,1
169,1,1,Sever Mind,74,Master,50,14,Major,,1 Target,"Your weapon cuts through the soul of another severing their body and mind for a time. The affected character must roll an opposed test vs your Spell Power with either a Hrt (Spirit), or Wisdom (Psychic) test. If the target fails, they lose all control over their body. On each of the target's subsequent turns they get a +2 to attempt to beat your original spell power to regain control of their body.",,17,Varies,0
170,1,1,Youthful Exuberance,67,Basic,,1,Minor,Self,Self,"Say goodbye to blemishes, scars, and wrinkles. Restore your skin to its original radiance. Due to this spell, many practitioners are much older than they appear.",,9,24 hours,0
171,1,1,Cure Wounds,67,Novice,,5,Major,Touch,1 Target,"Heal an ally you are physically touching by 3d6 + (target's End) HP. This spell can also be cast on yourself. If you heal a dying ally, they are stabilized at 1hp and gain the fatigue level Weary. Characters that receive any form of magical healing cannot benefit from magical healing again until they take additional damage.",,13,,0
172,1,1,Harm Undead,67,Novice,,3,Major,30 m,1 Undead,Harm a single undead by 3d6 + Hrt arcane damage. Kills some undead that are immune to death.,,12,,0
173,1,1,Metabolize,67,Novice,10,4,Major,Touch,1 Target,"Negate the effects of a potion, poison, or venom on a target. (test roll determined by the strength of potion/poison). Some more potent poisons require extended time to cure. Recovering from drunkenness requires a TN that changes based on how drunk the character is, with Buzzed requiring a TN of 12 and for every level after the TN increases by 2.  Characters that receive any form of magical healing cannot benefit from magical healing again until they take additional damage. (this spell can be used to cure hangovers)",,Varies,,1
174,1,1,Healing Aura,67,Novice,10,6,Major,5 m,Self / All Allies,Emit an aura of regenerative arcana around yourself that heals yourself and your allies by 1d6 hp for each round you maintain concentration (maximum 3 rounds).,,14,,1
175,1,1,Energy Transfer,67,Adept,,Varies,Major,Touch,1 Target,Expend your own magical energy to gift energy to another person you are in physical contact with. Upon successfully casting this spell you may transfer an amount of MP less than or equal to your rolled Spell Power.,,14,,0
176,1,1,Healing Pulse,67,Adept,,9,Major,20 m,Varies,"Heal a number of allies within 20 m of you by 2d6 + target's END in hp. The number of targets you can heal is determined by the target number. TN 12 = 1, TN 14 = 2, TN 16 = 3, TN 18 = 4, TN 20 = 5, etc.. If you heal a dying ally, they are stabilized at 1hp instead of receiving health. Characters that receive any form of magical healing cannot benefit from magical healing again until they take additional damage.",,Varies,,0
177,1,1,Purge Affliction,67,Adept,10,8,Major,Touch,1 Target,"Heal a target from a disease, curse, or mental trauma that afflicts them. (target number is determined by the disease/curse). Sometimes this takes additional time and concentration depending on the severity of the affliction. Characters that receive any form of magical healing cannot benefit from magical healing again until they take additional damage.",,Varies,,1
178,1,1,Pain Killer,67,Adept,10,8,Major,Touch,1 Target,Select an ally and sooth their suffering. Restore the ally by one level of fatigue.,,15,,0
179,1,1,Gentle Slash,67,Adept,50,10,Major,Weapon Range,1 Target,"Cut away wounds, pain, and minor afflictions. Heal a single target by 1/2 the amount of damage you would have dealt them. If you heal a dying ally, they are stabilized at 1hp instead of receiving health. Characters that receive any form of magical healing cannot benefit from magical healing again until they take additional damage.",,15,,0
180,1,1,Blood Rite,67,Adept,7,8,Major,20 m,1 Target,"Restore the blood of a willing target to mitigate blood loss. Healing the target for 3d6 hp. If you heal a dying ally, they are stabilized at 1hp instead of receiving health. Characters that receive any form of magical healing cannot benefit from magical healing again until they take additional damage.",,13,,0
181,1,1,Purifying Light,67,Master,,15,Major,Touch,1 Target,"Heal an ally you are physically touching by 9d6 + (target's End) HP. This spell can also be cast on yourself. If you heal a dying ally, they are stabilized at 1hp instead of receiving health. Characters that receive any form of magical healing cannot benefit from magical healing again until they take additional damage.",,19,,0
182,1,1,Bane of Unliving,67,Master,,14,Major,10+ m,Undead,Harm all undead around you by 4d6+ Hrt arcane damage in a radius of 10 m + (5 m for every 2 above target number). You may concentrate to continue dealing damage over time. Kills some undead that are immune to death.,,17,,1
183,1,1,Regenerate,67,Master,10,16,Major,Touch,1 Target,"Regrow missing limbs, organs, and other body parts. This spell does not recover missing HP, and any cybernetics must be removed prior to the spell being cast otherwise complications may arise. Characters that receive any form of magical healing cannot benefit from magical healing again until they take additional damage.",,18,,0
184,1,1,Resurrecting Light,67,Master,10,20,Major,Touch,1 Target,"Resurrect a character who has died in the last hour of when you begin to cast the spell. This spell takes 15 minutes to cast, and as such cannot be used during combat. Can only be cast once per dead character. If the target has received the benefits of this spell in the past, they cannot be resurrected.",,18,Requires 15 minutes to cast,0
185,1,1,Mysterious Dreams,76,Basic,,1,Minor,,Self,"(passive) Sometimes have a strange dream that may or may not come true when you make a long rest. GM rolls a 1d6 every time you make a long rest. 1,2 or 3 means no dream, 4 or 5 means you have a natural dream, 6 gives a vague dream that may reveal information happening somewhere in the world. expends 1 MP whenever you sleep",,Varies,,0
186,1,1,Amplify Senses,76,Novice,,3,Minor,,Self,Extend or amplify one of your senses far beyond what you should be capable of. Increase Perception by 1 and an additional +1 for every 2 you roll above the spell target number. (max of 5),,12,3 Rounds,1
187,1,1,Life Sight,76,Novice,,4,Minor,,Self,While maintaining this arcanum you may make a free action to determine the remaining health of a single character or creature once per round. ,,13,1 Round,1
188,1,1,Scrying Orb,76,Novice,43,3,Major,,1 Object,"Imprint your personal signature onto an object of your choice (TN 14). When you are separated from this object and cast the spell again (TN 12) it acts as an extension of all of your senses allowing you to see, hear, smell, etc. anything nearby. You may change your personal object whenever you cast the spell (TN to 14).",,12+,1 Round,1
189,1,1,Status Scan,76,Novice,43,5,Major,Sight,1 Target,"Select a target and learn one of the following: an attribute score, current HP, status, a focus, and a talent at the time of when you cast the spell. Increase the TN by 2 to gain an additional piece of information.",,13,,0
190,1,1,Detect Life,76,Novice,7,6,Minor,100 m,All Targets With Blood,After casting this spell you gain knowledge of the location and general hp range of all creatures within a 100 m radius of you that have blood running through their veins. Inorganics or creatures without blood are immune to being detected.,,14,,1
191,1,1,EM Vision,76,Adept,,6,Minor,,Self,After casting this spell select one of the following EM spectrum you want to see in: Infrared or Ultraviolet. The TN increases by 2 to see in the X-Ray spectrum. ,,14,,1
192,1,1,Clairvoyance,76,Adept,,5,Minor,,Self,Indicates the general direction of the subject of your desire that you are focused on. You are also aware of how close you are to your goal. Test result based on familiarity with the target.,,9 + Familiarity,,1
193,1,1,Wizard's Sight,76,Adept,43,10,Major,,Self,"Open your ""Third Eye"" to see through all enchantments, detect arcane signatures, or view powerful emotional imprints left on the world. You are also able to look into the soul of another. Be careful though, what you see stays with you forever. Some of the things you see may damage your psyche, leaving you cursed, mentally wounded, or even corrupted. GM may hint prior to using this spell if there may be negative effects.",,13,,1
194,1,1,Far Scry,76,Adept,43,7,Major,Varies,Self,Cast your senses anywhere you have been previously and are familiar with. Adding an extra sense increases the target number by 3. ,,10 + Familiarity,,1
195,1,1,Know Thine Enemy,76,Adept,50,7,Minor,,Self,"After casting this spell and crossing blades with a target, you will begin to sense the moves the enemy will use before they use them. Every time you deal or receive damage, you may choose to either increase your attack roll  OR defense vs that foe by 1 for the duration of the spell. (max of 3 per option, 6 increases total).",,14,3 Rounds,1
